date,ticker,held,close,state,zone_lo,zone_hi,poc,pct_in_profit,wk_circle,wk_score,wk_weeks,monthly_up,vh_status,whale,absorption,divergence,shelf_stable,conv_score,conv_tier,gates_ok,gates_failed,ftag,rs12_rank,origin,whale_rank,candle
2026-07-13,AMZN,0,245.34,ACCUMULATE,241.6,253.92,230.099,70.05,RED,3,2,1,BREAKDOWN,1,1,1,1,40,fails,0,G1 size;G3 leader,F:3/3,20,owner-request,2,
2026-07-13,ANET,0,186.96,ACCUMULATE,181.2,190.45,142.771,99.74,RED,4,13,1,BREAKOUT,0,0,0,0,77,CONVICTION,1,,F:3/3,10,owner-request,21,
2026-07-13,APH,0,159.06,ACCUMULATE,156.26,164.23,147.137,85.05,RED,4,7,1,BREAKOUT,0,0,0,1,62,STARTER,1,,F:3/3,,shadow-screen,,
2026-07-13,APP,0,506.98,HOLD,457.04,480.36,466.365,60.96,RED,3,2,1,BREAKOUT,0,1,0,0,53,fails,1,,F:2/2,,owner-request,,
2026-07-13,ARM,0,323.39,HOLD,305.98,321.59,210.673,68.34,RED,4,14,1,,0,0,0,0,69,STARTER,1,,F:3/3,,owner-request,,
2026-07-13,ASML,0,1797.32,ACCUMULATE,1752.77,1842.19,1379.34,81.89,RED,4,47,1,,0,0,0,1,74,STARTER,1,,F:1/1,8,owner-request,13,
2026-07-13,ASTS,0,73.32,CAUTION,72.48,76.18,86.0499,21.96,AMBER,2,1,0,INSIDE,0,0,0,1,33,fails,0,G2 trend;G4 basis,F:0/2,,owner-request,,
2026-07-13,AVGO,1,399.97,ACCUMULATE,390.66,410.59,379.737,74.66,RED,3,1,1,INSIDE,0,0,0,1,55,fails,0,G1 size,F:3/3,14,holding,16,
2026-07-13,AXON,0,565.8,CAUTION,523.73,550.45,393.819,75.75,WHITE,1,35,1,,0,0,0,0,37,fails,0,G2 trend;G3 leader,F:3/3,,owner-request,,
2026-07-13,AXP,0,350.58,ACCUMULATE,334.64,351.72,313.649,83.27,RED,3,2,1,BREAKOUT,0,0,0,1,52,fails,0,G3 leader,F:2/3,,shadow-screen,,
2026-07-13,AXTI,0,57.21,PULLBACK,43.44,45.66,66.8189,33.02,AMBER,2,2,1,,0,1,0,0,52,fails,0,G2 trend;G4 basis,F:0/3,,shadow-screen,,
2026-07-13,AZO,0,3072.64,CAUTION,3016.37,3170.26,3077.93,20.61,WHITE,0,21,0,BREAKDOWN,1,1,1,1,13,fails,0,G2 trend;G3 leader;G4 basis,F:2/3,,shadow-screen,,
2026-07-13,BA,0,222.28,ACCUMULATE,218.65,229.81,217.965,55.03,RED,3,2,1,,0,0,0,1,47,fails,0,G3 leader,F:2/3,,shadow-screen,,
2026-07-13,BAC,0,59.67,ACCUMULATE,58.3,61.27,52.3109,98.48,RED,4,6,1,BREAKOUT,0,0,0,1,48,fails,0,G3 leader,F:2/3,,shadow-screen,,
2026-07-13,BE,0,244.61,HOLD,230.85,242.63,278.421,55.76,RED,3,57,1,BREAKOUT,0,1,0,0,59,fails,0,G4 basis,F:2/3,,shadow-screen,,
2026-07-13,BKNG,0,178.39,BOTTOMING,173.04,181.87,168.127,62.78,WHITE,0,25,0,BREAKOUT,1,0,1,1,23,fails,0,G2 trend;G3 leader,F:2/3,,shadow-screen,,
2026-07-13,BSX,0,44.77,CAUTION,43.71,45.94,44.6055,14.7,WHITE,0,32,0,,1,1,0,1,22,fails,0,G2 trend;G3 leader,F:3/3,,shadow-screen,,
2026-07-13,C,0,140.79,HOLD,130.21,136.85,142.928,84.95,RED,4,17,1,BREAKOUT,0,0,0,0,53,fails,0,G4 basis,F:2/3,,shadow-screen,,
2026-07-13,CAT,0,952.41,HOLD,891.71,937.2,909.906,79.06,RED,4,55,1,BREAKOUT,0,0,0,0,69,STARTER,1,,F:2/3,,shadow-screen,,
2026-07-13,CAVA,0,72.18,CAUTION,71.21,74.84,79.8304,35.62,AMBER,2,2,0,,0,0,0,1,25,fails,0,G2 trend;G3 leader;G4 basis,F:3/3,,owner-request,,
2026-07-13,CBRS,0,215.08,CAUTION,200.88,211.13,218.132,40.6,WHITE,0,9,0,,0,0,0,0,18,fails,0,G2 trend;G3 leader;G4 basis;G5 data,F:—,,shadow-screen,,
2026-07-13,CEG,0,251.38,CAUTION,240.73,253.02,270.626,14.52,WHITE,0,24,0,INSIDE,0,0,0,1,27,fails,0,G2 trend;G3 leader;G4 basis,F:2/3,,shadow-screen,,
2026-07-13,CIEN,0,460.72,HOLD,431.47,453.49,440.28,66.31,RED,3,61,1,BREAKDOWN,0,0,1,0,77,CONVICTION,1,,F:3/3,,shadow-screen,,
2026-07-13,COHR,0,324.5,ACCUMULATE,314.64,330.69,252.107,55.67,RED,3,54,1,BREAKDOWN,1,0,1,1,73,STARTER,1,,F:2/3,,shadow-screen,,
2026-07-13,COIN,0,159.07,CAUTION,154.06,161.92,201.954,13.95,WHITE,0,32,0,BREAKDOWN,0,0,0,1,17,fails,0,G2 trend;G3 leader;G4 basis,F:1/2,,shadow-screen,,
2026-07-13,COST,0,916.25,CAUTION,896.56,942.3,955.223,14.38,WHITE,1,1,0,BREAKDOWN,1,1,0,1,13,fails,0,G2 trend;G3 leader;G4 basis,F:2/3,,owner-request,,
2026-07-13,CRCL,0,66.14,CAUTION,62.12,65.29,82.0741,10.01,WHITE,0,5,0,BREAKDOWN,0,0,0,0,22,fails,0,G2 trend;G3 leader;G4 basis,F:2/2,,shadow-screen,,
2026-07-13,CRDO,0,257.79,ACCUMULATE,247.1,259.71,111.455,88.38,RED,4,12,1,,0,0,0,1,83,CONVICTION,1,,F:3/3,6,owner-request,11,
2026-07-13,CRM,0,163.32,CAUTION,160.48,168.66,183.972,17.26,WHITE,0,69,0,,1,1,0,1,13,fails,0,G2 trend;G3 leader;G4 basis,F:2/3,,owner-request,,
2026-07-13,CRWD,0,187.18,ACCUMULATE,184.76,194.18,104.629,91.6,RED,4,9,1,BREAKOUT,0,0,0,1,68,STARTER,1,,F:2/2,13,owner-request,15,
2026-07-13,CRWV,0,88.88,CAUTION,86.12,90.51,117.292,28.23,AMBER,2,2,0,BREAKDOWN,1,1,0,1,14,fails,0,G2 trend;G3 leader;G4 basis,F:2/2,,shadow-screen,,
2026-07-13,CSCO,0,121.31,ACCUMULATE,116.9,122.86,77.9846,92.49,RED,4,63,1,,0,0,0,1,69,STARTER,1,,F:2/3,,shadow-screen,,
